"","age","agekdbrn","coninc","nummen","numwomen","sibs","size","weekswrk","ADULTS","ATTEND","BABIES","CLASS","CLOSEBLK","CLOSEWHT","COMPREND","COURTS","DEGREE","EARNRS","FINALTER","FINRELA","FUND","HAPPY","HEALTH","INCOM16","MADEG","NATCHLD","NATENRGY","NATMASS","NATPARK","NATROAD","NATSCI","NATSOC","PADEG","PARTNERS","PARTNERS5","POLVIEWS","PRAY","PRETEEN","RANK","RELACTIV","RELITEN","RELPERSN","SATFIN","SATJOB","SEXFREQ","SPRTPRSN","TEENS","VETYEARS","aidscndm","aidslook","ballot","bible","born","cappun","condom","consent","coop","CSHUTYP10","dipged","dwelling","ethnum","evcrack","evpaidsx","evstray","famgen","family16","fear","feeused","gender1","god","hhrace","hivtest","hunt","mar1","mar2","matesex","mawrkgrw","mobile16","othlang","owngun","partfull","partyid","pawrkslf","phone","postlife","raclive","racopen","reborn","reg16","relate2","relatsex","res16","rplace","sex","sexornt","srcbelt","VOTE08","whoelse1","whoelse2","whoelse3","whoelse4","whoelse5","wksub","wksup","wrkgovt","xnorcsiz"
"2179",26,NA,NA,0,5,NA,209,42,2,1,0,NA,NA,NA,3,1,NA,2,3,2,1,NA,4,3,2,NA,1,NA,2,2,NA,NA,NA,2,NA,NA,1,0,NA,2,1,1,2,NA,6,1,0,NA,NA,NA,"BALLOT A","BOOK OF FABLES",NA,NA,NA,"R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD","High School diploma","APARTMENT HOUSE","CHOOSES 1 OF 2+","no",NA,"NEVER MARRIED","1 GEN",NA,"no",NA,"female","NO WAY TO FIND OUT",NA,NA,NA,"NEVER MARRIED","NEVER MARRIED",NA,"yes","SAME CITY",NA,"yes","FULL-TIME",NA,NA,"cellphone","no","yes","OWNER DECIDES",NA,"pacific","NON-RELATIVE","YES, IN RELATIONSHIP","BIG-CITY SUBURB",NA,NA,"Heterosexual or straight","SMSA'S 13-100","Did not vote","no","no",NA,NA,"no",NA,NA,NA,"CITY,50-250000"
"2180",67,24,NA,NA,NA,NA,NA,0,NA,5,NA,3,NA,5,NA,NA,NA,NA,2,3,NA,NA,3,NA,NA,1,NA,NA,1,1,NA,1,4,NA,NA,NA,6,0,NA,NA,4,NA,NA,NA,NA,4,NA,3,NA,NA,NA,"INSPIRED WORD","yes",NA,NA,"R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED",NA,"LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","CANNOT CHOOSE 1",NA,NA,NA,NA,NA,"no","no",NA,"KNOW GOD EXISTS",NA,NA,"neither","married","married",NA,"no",NA,"no","refused",NA,"independent","SOMEONE ELSE","cellphone",NA,"no","CANT DISCRIMINATE",NA,"pacific","spouse",NA,"50000 TO 250000","HEAD OF HOUSEHOLD","male",NA,"SMSA'S 13-100",NA,NA,"no","no","no","no",NA,NA,NA,"CITY,50-250000"
"2181",NA,32,17551.25,8,0,1,NA,16,1,3,1,NA,NA,NA,NA,NA,2,NA,3,3,1,3,NA,3,4,1,1,2,2,2,1,2,NA,3,3,5,2,NA,3,1,1,1,3,NA,4,3,0,NA,"Yes","Yes","BALLOT A","INSPIRED WORD","yes","favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW","cooperative",NA,"ged","APARTMENT HOUSE",NA,NA,"no","NEVER MARRIED","2 GENS, CHILDREN","mother","yes","YES, MONEY","female",NA,NA,NA,"neither","NEVER MARRIED",NA,"no","yes","SAME CITY","yes","no","FULL-TIME","NOT STR REPUBLICAN",NA,NA,"yes","yes",NA,"no","pacific","child","YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD","female","Heterosexual or straight","SMSA'S 13-100","Voted","yes","no","yes",NA,NA,"yes",NA,"private",NA
"2182",NA,NA,24017.5,NA,20,NA,209,52,1,NA,0,NA,NA,9,3,2,2,1,3,3,1,3,4,NA,NA,2,NA,2,1,2,2,2,5,4,NA,NA,NA,NA,1,1,1,NA,NA,4,NA,NA,0,1,"Yes",NA,"BALLOT C","INSPIRED WORD","yes","oppose",NA,"R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma","APARTMENT HOUSE","CHOOSES 1 OF 2+",NA,"no","NEVER MARRIED","1 GEN","MOTHER & FATHER","no","YES, MONEY",NA,"NO WAY TO FIND OUT",NA,"No","neither","NEVER MARRIED",NA,"yes","yes","SAME CITY","no","no","FULL-TIME",NA,NA,"cellphone",NA,"yes",NA,"no","pacific",NA,NA,NA,"HEAD OF HOUSEHOLD","male","Heterosexual or straight","SMSA'S 13-100",NA,"no","no","no","no","no","yes","no","private",NA
"2183",45,17,1478,NA,1,2,209,NA,NA,3,0,1,NA,NA,3,1,1,NA,1,NA,2,2,NA,NA,3,1,2,2,1,NA,NA,NA,2,2,2,NA,5,0,NA,2,NA,3,1,4,NA,NA,1,1,NA,NA,"BALLOT B",NA,NA,NA,"NOT USED",NA,"cooperative","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+",NA,"no","no","2 GENS, PARENTS",NA,NA,"no","male","KNOW GOD EXISTS",NA,"No",NA,"married",NA,"yes","yes","SAME CITY",NA,NA,"PART-TIME","independent",NA,"cellphone",NA,"yes",NA,NA,"pacific","spouse",NA,"TOWN LT 50000","spouse",NA,"Bisexual","SMSA'S 13-100","Did not vote","no","no","yes","no","no",NA,NA,"government",NA
"2184",32,29,60967.5,0,NA,1,1,48,NA,3,1,3,6,9,NA,NA,4,NA,3,2,1,NA,4,4,3,2,1,1,NA,NA,NA,NA,5,NA,2,3,1,0,3,1,1,NA,NA,4,5,2,NA,1,NA,NA,NA,"BOOK OF FABLES","yes",NA,"NOT USED",NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+",NA,NA,"no","2 GENS, CHILDREN","MOTHER & FATHER",NA,"no","male","NO WAY TO FIND OUT","white",NA,NA,"married","married","yes","yes",NA,"no",NA,"FULL-TIME","NOT STR DEMOCRAT",NA,"cellphone","no","yes","CANT DISCRIMINATE","no","MIDDLE ATLANTIC","spouse","YES, IN RELATIONSHIP","TOWN LT 50000",NA,"male","Heterosexual or straight",NA,NA,"no","no","no",NA,"no","yes","yes","government","SMALLER AREAS"
"2185",32,NA,27712.5,0,30,5,NA,52,NA,4,0,2,7,7,NA,1,2,1,3,2,2,NA,NA,2,NA,NA,NA,2,2,1,NA,NA,1,1,NA,NA,3,0,5,NA,NA,2,NA,NA,1,NA,0,1,NA,"Yes","BALLOT A","INSPIRED WORD",NA,"favor","USED LAST TIME",NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma","APARTMENT HOUSE",NA,"yes","no","NEVER MARRIED","1 GEN",NA,NA,NA,"male","KNOW GOD EXISTS","OTHER, MIXED","Yes","resp","NEVER MARRIED",NA,NA,"no","SAME CITY","yes","no","FULL-TIME","OTHER PARTY","SOMEONE ELSE","cellphone",NA,"yes","OWNER DECIDES",NA,"pacific",NA,NA,"50000 TO 250000","HEAD OF HOUSEHOLD","male",NA,"OTHER RURAL",NA,"no","no","no",NA,NA,"yes","yes",NA,"SMALLER AREAS"
"2186",24,NA,NA,NA,10,NA,NA,52,NA,1,0,2,9,9,NA,3,NA,1,3,2,NA,2,NA,3,4,NA,1,1,1,NA,1,NA,5,4,6,2,3,0,7,1,3,NA,1,NA,NA,4,0,NA,"Yes","Yes","BALLOT A","INSPIRED WORD",NA,"favor","USED LAST TIME","R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED","cooperative","LIVING IN HOUSEHOLD","High School diploma","other",NA,"no",NA,"NEVER MARRIED","1 GEN","MOTHER & FATHER","no",NA,"male","BELIEVE BUT DOUBTS","white","No","neither",NA,"NEVER MARRIED","yes",NA,NA,NA,"no","PART-TIME",NA,"SOMEONE ELSE","cellphone",NA,"yes","CANT DISCRIMINATE","no",NA,"OTHER RELATIVE","YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD",NA,NA,"OTHER RURAL","Voted",NA,"no","no","no","yes","yes","yes","private","SMALLER AREAS"
"2187",NA,NA,10161.25,0,25,2,1,40,NA,1,0,3,5,7,3,2,4,1,3,NA,1,2,2,3,4,NA,NA,1,1,2,1,NA,NA,2,6,4,NA,0,5,1,1,1,NA,3,NA,1,0,1,"Yes","Yes",NA,"BOOK OF FABLES",NA,"oppose",NA,"R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED","FRIENDLY,INTERESTED",NA,NA,NA,"CHOOSES 1 OF 2+",NA,"no","NEVER MARRIED","1 GEN","MOTHER & FATHER",NA,NA,"male","NO WAY TO FIND OUT","white","Yes",NA,"NEVER MARRIED",NA,NA,"yes",NA,NA,NA,"FULL-TIME",NA,NA,NA,"no",NA,"CANT DISCRIMINATE",NA,NA,"OTHER RELATIVE","YES, IN RELATIONSHIP","BIG-CITY SUBURB",NA,"male",NA,NA,"Did not vote",NA,NA,"no","no","no","yes",NA,NA,NA
"2188",55,NA,73900,0,25,3,NA,52,3,2,NA,NA,7,8,3,2,NA,3,2,3,NA,1,NA,4,2,2,1,1,1,1,NA,1,2,2,2,2,NA,NA,NA,NA,4,NA,1,NA,NA,3,0,NA,"Yes","Yes",NA,"BOOK OF FABLES","yes","oppose",NA,"R CONSENTS TO RECORDING INTERVIEW",NA,NA,"High School diploma","DETACHED 1-FAM HOUSE",NA,"no","no",NA,"2 GENS, CHILDREN","MOTHER & FATHER","no",NA,NA,"BELIEVE BUT DOUBTS","white","No",NA,"married","married",NA,"yes","SAME ST,DIF CITY","no","yes","FULL-TIME","IND,NEAR DEM","SOMEONE ELSE","PHONE IN HOME","yes","yes",NA,NA,NA,"spouse","YES, IN RELATIONSHIP","CITY GT 250000","HEAD OF HOUSEHOLD",NA,NA,"OTHER RURAL","Voted","no","no","no","no","no","yes","yes","private","SMALLER AREAS"
"2189",NA,NA,27712.5,0,14,NA,1,NA,4,1,0,2,NA,8,3,NA,4,1,3,1,1,NA,3,2,4,1,2,NA,1,NA,2,1,NA,NA,5,2,1,NA,NA,NA,1,1,NA,4,5,2,0,NA,NA,NA,"BALLOT C","BOOK OF FABLES","yes",NA,NA,NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma",NA,"CHOOSES 1 OF 2+","no","no",NA,NA,"MOTHER & STPFATHER","no",NA,"male","SOME HIGHER POWER",NA,NA,"neither","NEVER MARRIED","NEVER MARRIED","yes",NA,"DIFFERENT STATE",NA,"no","FULL-TIME",NA,NA,"cellphone",NA,"no",NA,"no","MIDDLE ATLANTIC","OTHER RELATIVE",NA,"50000 TO 250000","OTHER RELATIVE","male","Heterosexual or straight","OTHER RURAL",NA,NA,"no",NA,"no",NA,"yes","yes","private","SMALLER AREAS"
"2190",70,20,24017.5,NA,NA,14,NA,0,1,1,0,NA,5,NA,3,NA,2,0,1,2,1,3,3,NA,NA,1,1,2,2,3,NA,NA,2,1,NA,2,5,0,2,NA,1,1,NA,NA,1,4,NA,1,"Yes",NA,"BALLOT A",NA,"yes",NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma",NA,"CHOOSES 1 OF 2+",NA,NA,"no","1 GEN","MOTHER & STPFATHER",NA,NA,"female","NO WAY TO FIND OUT","white",NA,"neither",NA,NA,NA,"yes","DIFFERENT STATE","no","yes",NA,"STRONG DEMOCRAT","SOMEONE ELSE","PHONE IN HOME",NA,NA,NA,"no","NEW ENGLAND",NA,"YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD","male",NA,"OTHER RURAL",NA,NA,"no",NA,"no","no",NA,NA,"government","SMALLER AREAS"
"2191",53,NA,NA,0,NA,4,1,25,1,1,NA,2,NA,NA,NA,3,2,1,NA,2,NA,NA,NA,2,NA,NA,1,NA,2,NA,2,NA,NA,3,6,NA,2,NA,6,NA,NA,1,NA,NA,NA,1,0,1,NA,NA,"BALLOT B","BOOK OF FABLES",NA,"favor","USED LAST TIME","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"trailer",NA,"no",NA,NA,"1 GEN","mother",NA,"no","male",NA,"white","Yes",NA,"NEVER MARRIED",NA,NA,"yes",NA,NA,NA,"FULL-TIME","NOT STR DEMOCRAT",NA,"PHONE IN HOME",NA,NA,NA,"no","pacific",NA,"NO, NO RELATIONSHIP","50000 TO 250000","HEAD OF HOUSEHOLD","male","Heterosexual or straight",NA,"Voted",NA,NA,"no","no","no",NA,NA,NA,NA
"2192",NA,NA,15703.75,0,NA,4,NA,0,1,NA,0,3,NA,NA,3,1,2,1,NA,2,2,2,NA,3,NA,1,1,1,NA,1,NA,1,2,NA,NA,NA,4,NA,1,6,NA,4,2,NA,6,NA,0,1,"Yes","Yes","BALLOT B",NA,"yes","favor","NOT USED","R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+","yes","no","no","1 GEN","MOTHER & FATHER",NA,NA,NA,NA,NA,NA,NA,"widowed",NA,"yes",NA,NA,NA,NA,NA,NA,"SELF-EMPLOYED","PHONE IN HOME","yes","yes",NA,NA,"pacific",NA,"YES, IN RELATIONSHIP","CITY GT 250000",NA,"male","Heterosexual or straight",NA,"Voted","no",NA,"no","no",NA,NA,NA,"private","SMALLER AREAS"
"2193",63,NA,49882.5,2,0,2,1,10,2,6,NA,2,NA,6,3,NA,2,NA,NA,3,3,3,3,NA,NA,NA,2,3,1,1,NA,1,1,2,2,5,NA,0,5,NA,4,4,2,NA,4,3,0,1,"Yes","Yes",NA,"WORD OF GOD","yes","favor","NOT USED",NA,"FRIENDLY,INTERESTED",NA,NA,NA,"CHOOSES 1 OF 2+","no","no","no",NA,NA,"no",NA,"male","KNOW GOD EXISTS","white","No","neither","married","married",NA,"no","DIFFERENT STATE",NA,"yes","PART-TIME",NA,NA,"PHONE IN HOME",NA,"no",NA,NA,"W. NOR. CENTRAL","spouse","YES, IN RELATIONSHIP",NA,"spouse",NA,"Heterosexual or straight","OTHER RURAL","Voted","no",NA,"yes","no","no",NA,NA,"government",NA
"2194",53,34,NA,0,3,NA,1,52,1,NA,0,3,NA,NA,3,1,2,1,NA,3,2,1,NA,3,1,2,1,NA,2,1,1,NA,1,NA,2,4,NA,NA,5,1,2,NA,2,4,NA,1,0,1,NA,NA,"BALLOT B","BOOK OF FABLES","yes",NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE",NA,"no",NA,NA,NA,"MOTHER & FATHER",NA,"no","male",NA,NA,NA,NA,"divorced",NA,NA,"yes","SAME ST,DIF CITY","no",NA,NA,"NOT STR DEMOCRAT",NA,NA,"no",NA,NA,"no",NA,NA,"YES, IN RELATIONSHIP","COUNTRY,NONFARM","HEAD OF HOUSEHOLD","male",NA,"OTHER RURAL","Voted","no",NA,"no","no","no","yes","yes",NA,NA
"2195",21,NA,NA,0,2,NA,1,40,5,3,0,2,NA,4,NA,2,2,NA,2,3,NA,NA,3,3,NA,NA,1,3,1,NA,3,2,NA,NA,3,4,2,0,NA,2,2,3,2,3,6,NA,NA,1,NA,NA,"BALLOT C","WORD OF GOD","yes","favor",NA,"R CONSENTS TO RECORDING INTERVIEW","cooperative","LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE",NA,"no",NA,"NEVER MARRIED","2 GENS, CHILDREN","MOTHER & FATHER","no",NA,"female","KNOW GOD EXISTS",NA,"No","resp","married","married","yes","yes","SAME CITY","yes",NA,"FULL-TIME","independent","SOMEONE ELSE",NA,NA,NA,"CANT DISCRIMINATE","no","pacific","spouse",NA,"farm","child","male",NA,NA,"Ineligible","no","yes","no","yes","no","yes",NA,"private","SMALLER AREAS"
"2196",61,NA,NA,NA,NA,4,1,52,3,1,NA,2,5,5,3,3,4,NA,NA,3,NA,NA,NA,3,NA,1,NA,1,1,1,3,2,2,NA,NA,NA,1,NA,2,1,NA,1,1,4,NA,1,0,1,NA,NA,"BALLOT A","BOOK OF FABLES","yes","favor",NA,"R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED",NA,NA,"High School diploma","DETACHED 1-FAM HOUSE","NAMES 1",NA,NA,NA,"1 GEN",NA,"no","YES, MONEY","male",NA,"OTHER, MIXED",NA,"neither",NA,"divorced",NA,"no","DIFFERENT STATE","yes",NA,"FULL-TIME",NA,NA,"cellphone","no","no","CANT DISCRIMINATE","no",NA,NA,NA,NA,"HEAD OF HOUSEHOLD",NA,NA,"OTHER RURAL","Voted","no",NA,"no","no",NA,"no","no",NA,"SMALLER AREAS"
"2197",71,20,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,2,1,NA,1,NA,2,NA,2,NA,1,NA,NA,4,NA,NA,NA,NA,NA,3,1,NA,NA,3,0,1,NA,NA,"BALLOT B",NA,"no",NA,NA,"R CONSENTS TO RECORDING INTERVIEW","cooperative","LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE","CANNOT NAME ANY","no",NA,"no",NA,"MOTHER & FATHER",NA,"no","male","BELIEVE BUT DOUBTS",NA,NA,NA,NA,NA,NA,"yes","SAME ST,DIF CITY","no",NA,NA,NA,"SOMEONE ELSE",NA,NA,"no",NA,"no","pacific",NA,NA,"farm","HEAD OF HOUSEHOLD",NA,"Heterosexual or straight","OTHER RURAL",NA,NA,"no","no","no","no",NA,NA,NA,NA
"2198",65,NA,NA,0,2,4,1,NA,1,1,NA,1,8,9,2,2,NA,0,NA,1,NA,NA,1,3,NA,2,2,1,NA,NA,2,1,2,1,1,NA,6,0,8,1,2,3,1,NA,1,NA,0,1,NA,"Yes","BALLOT C","WORD OF GOD",NA,"favor",NA,"R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma",NA,"NAMES 1",NA,"no","NEVER MARRIED","1 GEN",NA,"no","YES, MONEY","male","KNOW GOD EXISTS","white","No","neither","NEVER MARRIED",NA,NA,"no","SAME ST,DIF CITY",NA,"no",NA,"independent",NA,"cellphone","yes","no","CANT DISCRIMINATE","yes","pacific",NA,NA,NA,"HEAD OF HOUSEHOLD","male","Heterosexual or straight","OTHER RURAL","Did not vote","no","no",NA,"no",NA,NA,NA,NA,"SMALLER AREAS"
"2199",49,NA,49882.5,200,4,1,1,0,NA,NA,0,3,7,9,3,NA,2,NA,NA,1,2,2,NA,NA,2,1,NA,1,2,1,NA,1,2,2,4,NA,6,0,5,2,3,2,1,NA,6,NA,0,NA,"Yes",NA,"BALLOT A",NA,"yes","favor","NOT USED",NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma",NA,NA,"yes",NA,"no","1 GEN",NA,"no",NA,"male",NA,"OTHER, MIXED","Yes","neither","NEVER MARRIED","separated","no",NA,NA,"yes","yes",NA,"IND,NEAR DEM","SOMEONE ELSE",NA,"yes","no",NA,NA,"pacific","OTHER RELATIVE",NA,"CITY GT 250000","OTHER RELATIVE","female","Heterosexual or straight","OTHER RURAL","Did not vote","no","no",NA,"no","yes",NA,NA,"private","SMALLER AREAS"
"2200",65,NA,10161.25,1,0,NA,1,0,2,4,NA,NA,5,5,2,1,2,0,2,2,2,2,3,3,NA,NA,NA,1,1,NA,1,2,NA,2,2,NA,NA,0,5,4,NA,3,NA,NA,NA,NA,NA,1,NA,"Yes","BALLOT C","WORD OF GOD","yes","favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW","cooperative",NA,"High School diploma","DETACHED 1-FAM HOUSE",NA,NA,NA,NA,NA,"FATHER & STPMOTHER",NA,"no","female",NA,"white","No","neither","divorced","widowed","yes",NA,NA,"no",NA,NA,NA,NA,"PHONE IN HOME","yes","yes","CANT DISCRIMINATE","yes","pacific","OTHER RELATIVE",NA,"BIG-CITY SUBURB",NA,NA,NA,"OTHER RURAL",NA,"no","no",NA,NA,NA,NA,NA,"private","SMALLER AREAS"
"2201",NA,NA,27712.5,NA,0,6,7,52,NA,4,0,3,NA,9,3,1,4,2,3,NA,2,2,3,3,3,NA,2,2,NA,2,2,2,2,2,NA,4,5,NA,4,4,2,3,3,NA,NA,3,NA,1,"Yes","Yes","BALLOT A","INSPIRED WORD",NA,"favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD","High School diploma","2 UNITS SIDE BY SIDE","NAMES 1","no","no",NA,"1 GEN","MOTHER & FATHER","yes","no","female","KNOW GOD EXISTS",NA,"No","both","married","married","yes","yes","SAME CITY","no","yes","FULL-TIME","IND,NEAR REP",NA,"cellphone",NA,NA,NA,"no",NA,"spouse",NA,"TOWN LT 50000","HEAD OF HOUSEHOLD",NA,NA,"OTHER URBAN","Voted","no","no",NA,"no","no","yes",NA,"private","UNINC,MED CITY"
"2202",54,NA,60967.5,NA,0,2,7,52,2,NA,0,2,NA,9,NA,1,2,2,NA,4,NA,2,3,NA,2,2,2,3,2,1,1,NA,2,NA,2,NA,6,0,NA,8,NA,4,3,4,5,4,0,1,"Yes","Yes","BALLOT C","WORD OF GOD","yes","favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+",NA,NA,NA,"1 GEN",NA,NA,"no","male","KNOW GOD EXISTS","white","No","resp",NA,NA,NA,"no","SAME CITY",NA,"yes","FULL-TIME","STRONG REPUBLICAN","SELF-EMPLOYED","PHONE IN HOME",NA,"no","CANT DISCRIMINATE","yes","pacific",NA,"YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD",NA,NA,NA,"Voted","no",NA,"yes","no","no",NA,NA,"private",NA
"2203",NA,NA,73900,NA,0,NA,7,0,1,NA,0,NA,NA,9,NA,1,5,NA,2,4,3,3,NA,NA,NA,2,1,1,2,1,1,NA,3,1,1,NA,6,0,NA,8,4,4,3,NA,1,3,NA,1,"Yes","Yes","BALLOT A","WORD OF GOD",NA,NA,"NOT USED","R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+","no","no",NA,"1 GEN","MOTHER & FATHER","yes","YES, MONEY",NA,"KNOW GOD EXISTS","white",NA,"neither","widowed",NA,NA,NA,"SAME ST,DIF CITY","yes","yes",NA,"OTHER PARTY","SELF-EMPLOYED",NA,"yes","no","OWNER DECIDES","no","pacific",NA,"YES, IN RELATIONSHIP",NA,NA,"female","Heterosexual or straight","OTHER URBAN","Voted","no",NA,"no",NA,"no",NA,NA,"government","UNINC,MED CITY"
"2204",38,NA,369.5,NA,2,10,7,NA,1,8,NA,3,NA,NA,NA,3,1,1,2,2,1,3,NA,2,1,NA,2,NA,NA,1,1,1,1,1,2,6,2,NA,NA,1,1,1,1,2,1,NA,0,NA,"Yes","No","BALLOT B","WORD OF GOD","no",NA,"NOT USED",NA,"cooperative","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE",NA,NA,"no",NA,"1 GEN","other",NA,"YES, MONEY",NA,"BELIEVE BUT DOUBTS","OTHER, MIXED","No",NA,"separated",NA,NA,"no","DIFFERENT STATE","yes",NA,NA,NA,"SOMEONE ELSE",NA,NA,"no",NA,NA,"foreign",NA,NA,"50000 TO 250000","HEAD OF HOUSEHOLD",NA,"Heterosexual or straight","OTHER URBAN","Ineligible","no",NA,"yes","no","no","yes","yes","private","UNINC,MED CITY"
"2205",88,21,60967.5,NA,NA,3,7,NA,2,NA,0,3,5,7,2,1,NA,0,2,3,NA,2,NA,3,NA,2,2,2,2,2,2,2,NA,NA,NA,5,5,0,3,NA,2,4,2,NA,NA,NA,NA,1,NA,NA,"BALLOT A","WORD OF GOD",NA,"favor",NA,"R CONSENTS TO RECORDING INTERVIEW","cooperative",NA,NA,"DETACHED 1-FAM HOUSE",NA,NA,NA,NA,"1 GEN","MOTHER & FATHER","no","no","male","KNOW GOD EXISTS","white",NA,NA,NA,"married",NA,"yes","DIFFERENT STATE","no",NA,NA,"STRONG DEMOCRAT","SOMEONE ELSE",NA,NA,"no",NA,"no","mountain","spouse",NA,"TOWN LT 50000","spouse","female",NA,"OTHER URBAN",NA,"yes","no","yes","no",NA,NA,NA,NA,"UNINC,MED CITY"
"2206",76,25,33255,0,NA,2,7,0,2,2,1,NA,6,8,3,1,2,1,1,3,2,1,4,2,2,1,1,2,1,1,2,NA,NA,NA,1,NA,NA,NA,5,1,NA,3,NA,NA,1,4,0,3,"No","Yes",NA,"WORD OF GOD","yes",NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED",NA,"ged",NA,"CHOOSES 1 OF 2+","no",NA,"no",NA,"MOTHER & FATHER","yes",NA,NA,"KNOW GOD EXISTS","white",NA,"neither","widowed","divorced",NA,NA,NA,NA,NA,NA,"IND,NEAR DEM","SOMEONE ELSE","cellphone","yes",NA,"CANT DISCRIMINATE",NA,"pacific","child","YES, IN RELATIONSHIP","TOWN LT 50000",NA,"male","Heterosexual or straight",NA,NA,"no","no","no","no","no",NA,NA,"private","UNINC,MED CITY"
"2207",NA,27,27712.5,6,NA,8,7,26,2,NA,NA,1,NA,NA,2,1,2,NA,1,NA,2,NA,NA,NA,1,NA,1,NA,2,2,2,1,1,2,NA,5,2,NA,4,3,2,NA,1,1,7,3,0,NA,"Yes",NA,"BALLOT B","INSPIRED WORD","yes","favor",NA,NA,"FRIENDLY,INTERESTED",NA,"High School diploma","DETACHED 1-FAM HOUSE","NAMES 1","no",NA,"no","1 GEN",NA,NA,NA,"female","KNOW GOD EXISTS",NA,NA,NA,"married",NA,"yes",NA,"SAME CITY","yes",NA,NA,NA,"SOMEONE ELSE","cellphone","yes","yes",NA,"yes","pacific",NA,"YES, IN RELATIONSHIP",NA,"spouse","male",NA,NA,"Did not vote","yes","no","yes",NA,"no","yes","no","private","UNINC,MED CITY"
"2208",26,NA,24017.5,NA,NA,NA,7,0,NA,1,0,3,5,5,2,NA,NA,1,2,2,2,2,2,3,1,NA,NA,1,2,3,2,NA,1,NA,NA,4,2,NA,NA,2,2,2,2,4,NA,NA,0,1,NA,NA,"BALLOT C",NA,NA,"favor",NA,"R CONSENTS TO RECORDING INTERVIEW","cooperative","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","NAMES 1",NA,NA,NA,NA,"FATHER & STPMOTHER","no","YES, MONEY","female",NA,"OTHER, MIXED",NA,NA,"married","married",NA,NA,NA,NA,"no",NA,"NOT STR REPUBLICAN","SOMEONE ELSE","cellphone","yes","yes","CANT DISCRIMINATE","no",NA,NA,NA,"TOWN LT 50000","HEAD OF HOUSEHOLD",NA,NA,NA,NA,NA,"no","no","no","no","yes",NA,NA,NA
